timestamp,dag_id,runtime_sec,rows_processed,cpu_usage,memory_usage,retries,failed,sla_breach
2026-02-28 19:29:56.323372,sales_etl,356.9,104364,45.87,62.73,2,0,0
2026-02-28 19:47:56.323372,sales_etl,365.44,87509,63.49,48.61,3,0,0
2026-02-28 19:53:56.323372,sales_etl,344.56,83957,56.43,63.6,0,0,0
2026-02-28 19:59:56.323372,sales_etl,302.89,87319,70.99,74.85,0,0,0
2026-02-28 20:10:56.323372,sales_etl,425.5,70251,46.52,72.65,1,0,0
2026-02-28 20:33:56.323372,sales_etl,383.56,91588,60.94,54.24,1,0,0
2026-02-28 20:39:56.323372,sales_etl,385.58,64879,63.77,63.98,0,0,0
2026-02-28 20:51:56.323372,sales_etl,359.53,91297,69.26,62.07,1,0,0
2026-02-28 21:11:56.323372,sales_etl,396.0,99919,36.55,63.04,0,0,0
2026-02-28 21:30:56.323372,sales_etl,379.94,97207,62.91,69.0,0,0,0
2026-02-28 21:48:56.323372,sales_etl,336.82,108029,57.56,50.25,1,0,0
2026-02-28 22:08:56.323372,sales_etl,313.06,103572,57.37,59.48,3,0,0
2026-02-28 22:28:56.323372,sales_etl,276.82,102529,64.4,62.0,0,0,0
2026-02-28 22:33:56.323372,sales_etl,326.73,85496,49.87,57.72,1,0,0
2026-02-28 22:38:56.323372,sales_etl,344.14,95563,58.92,66.64,2,0,0
2026-02-28 22:43:56.323372,sales_etl,344.21,85968,52.16,67.46,0,0,0
2026-02-28 23:12:56.323372,sales_etl,346.94,104612,53.85,61.97,2,0,0
2026-02-28 23:41:56.323372,sales_etl,329.64,110616,37.62,55.95,1,0,0
2026-02-28 23:52:56.323372,sales_etl,279.56,95639,49.89,82.29,1,0,0
2026-03-01 00:01:56.323372,sales_etl,303.87,71859,47.5,71.04,1,0,0
2026-03-01 00:22:56.323372,sales_etl,311.21,69004,56.15,74.88,2,0,0
2026-03-01 00:29:56.323372,sales_etl,323.22,83428,56.8,63.95,1,0,0
2026-03-01 00:43:56.323372,sales_etl,324.79,90909,53.73,59.79,0,0,0
2026-03-01 01:08:56.323372,sales_etl,323.12,96600,70.51,56.48,2,0,0
2026-03-01 01:33:56.323372,sales_etl,318.99,88783,50.89,73.35,0,0,0
2026-03-01 01:40:56.323372,sales_etl,340.49,70874,74.78,70.9,0,0,0
2026-03-01 01:53:56.323372,sales_etl,305.97,99091,48.96,59.41,1,0,0
2026-03-01 02:14:56.323372,sales_etl,383.67,67326,50.39,55.01,0,0,0
2026-03-01 02:27:56.323372,sales_etl,369.57,77336,50.6,66.98,1,0,0
2026-03-01 02:40:56.323372,sales_etl,444.17,96243,63.25,67.28,0,0,0
2026-03-01 02:50:56.323372,sales_etl,384.37,92441,51.23,80.29,1,0,0
2026-03-01 02:57:56.323372,sales_etl,331.05,110973,65.33,74.87,1,0,0
2026-03-01 03:14:56.323372,sales_etl,406.46,88704,63.17,66.42,1,0,0
2026-03-01 03:20:56.323372,sales_etl,356.74,62874,65.38,60.17,1,1,0
2026-03-01 03:28:56.323372,sales_etl,341.52,74696,45.82,66.47,2,0,0
2026-03-01 03:56:56.323372,sales_etl,442.56,74335,55.87,56.26,0,0,0
2026-03-01 04:26:56.323372,sales_etl,365.94,55667,62.04,71.24,0,0,0
2026-03-01 04:42:56.323372,sales_etl,415.13,66807,55.62,52.78,1,0,0
2026-03-01 05:01:56.323372,sales_etl,416.57,86992,63.72,71.58,1,0,0
2026-03-01 05:09:56.323372,sales_etl,391.32,79478,55.74,69.09,0,0,0
2026-03-01 05:30:56.323372,sales_etl,369.39,63117,66.75,60.52,1,0,0
2026-03-01 05:45:56.323372,sales_etl,399.79,91141,50.08,59.66,0,0,0
2026-03-01 05:52:56.323372,sales_etl,339.4,101988,49.0,72.15,3,0,0
2026-03-01 05:57:56.323372,sales_etl,396.82,70205,63.46,53.24,1,0,0
2026-03-01 06:09:56.323372,sales_etl,380.67,90566,63.0,70.66,1,0,0
2026-03-01 06:37:56.323372,sales_etl,337.0,40965,60.72,67.59,1,0,0
2026-03-01 06:59:56.323372,sales_etl,425.03,74812,66.07,61.84,1,0,0
2026-03-01 07:24:56.323372,sales_etl,367.25,102907,59.78,65.77,2,0,0
2026-03-01 07:46:56.323372,sales_etl,413.25,64870,64.01,69.75,2,0,0
2026-03-01 08:16:56.323372,sales_etl,335.0,92432,52.37,71.13,0,1,0
2026-03-01 08:43:56.323372,sales_etl,321.88,107191,68.62,79.17,0,0,0
2026-03-01 08:59:56.323372,sales_etl,248.03,91633,50.1,76.84,2,0,0
2026-03-01 09:27:56.323372,sales_etl,276.98,105592,64.8,70.48,0,0,0
2026-03-01 09:56:56.323372,sales_etl,348.22,80699,52.84,56.35,1,0,0
2026-03-01 10:09:56.323372,sales_etl,251.14,78976,60.72,55.36,0,0,0
2026-03-01 10:15:56.323372,sales_etl,396.62,82786,48.44,63.46,1,0,0
2026-03-01 10:26:56.323372,sales_etl,377.62,85844,51.05,59.88,0,0,0
2026-03-01 10:39:56.323372,sales_etl,378.73,52422,55.09,63.36,1,0,0
2026-03-01 10:52:56.323372,sales_etl,398.5,74004,73.83,74.03,1,0,0
2026-03-01 11:06:56.323372,sales_etl,354.85,105239,77.1,72.15,1,0,0
2026-03-01 11:36:56.323372,sales_etl,386.32,103852,68.21,69.39,0,0,0
2026-03-01 11:52:56.323372,sales_etl,400.39,102275,51.94,63.08,1,0,0
2026-03-01 11:58:56.323372,sales_etl,413.83,103046,46.31,73.85,1,0,0
2026-03-01 12:05:56.323372,sales_etl,412.22,87147,61.5,60.53,3,0,0
2026-03-01 12:34:56.323372,sales_etl,400.92,56138,74.37,55.85,1,0,0
2026-03-01 12:41:56.323372,sales_etl,394.07,65204,72.03,66.35,0,0,0
2026-03-01 13:03:56.323372,sales_etl,335.9,112027,77.09,75.12,1,0,0
2026-03-01 13:11:56.323372,sales_etl,417.68,100488,69.49,69.6,0,0,0
2026-03-01 13:19:56.323372,sales_etl,304.69,89356,57.26,68.74,2,0,0
2026-03-01 13:29:56.323372,sales_etl,378.85,79249,66.52,68.68,2,0,0
2026-03-01 13:44:56.323372,sales_etl,364.91,68374,57.6,79.22,2,0,0
2026-03-01 13:49:56.323372,sales_etl,352.89,76077,67.64,68.45,0,0,0
2026-03-01 14:08:56.323372,sales_etl,398.15,91017,70.32,73.44,1,0,0
2026-03-01 14:22:56.323372,sales_etl,395.06,89220,54.23,74.08,0,0,0
2026-03-01 14:31:56.323372,sales_etl,387.42,99017,52.96,70.06,2,0,0
2026-03-01 14:39:56.323372,sales_etl,353.69,107641,69.76,66.35,1,0,0
2026-03-01 15:03:56.323372,sales_etl,406.77,74005,67.86,57.84,0,0,0
2026-03-01 15:23:56.323372,sales_etl,314.85,88380,72.66,56.99,1,0,0
2026-03-01 15:35:56.323372,sales_etl,392.39,105342,69.55,71.74,0,0,0
2026-03-01 16:01:56.323372,sales_etl,421.84,106133,63.33,62.06,1,0,0
2026-03-01 16:31:56.323372,sales_etl,398.19,86200,70.03,67.23,1,0,0
2026-03-01 16:41:56.323372,sales_etl,317.09,61615,61.09,72.77,0,0,0
2026-03-01 16:57:56.323372,sales_etl,408.99,41864,63.73,57.06,4,0,0
2026-03-01 17:03:56.323372,sales_etl,418.45,49708,58.66,78.8,3,0,0
2026-03-01 17:30:56.323372,sales_etl,380.99,68240,94.81,73.69,2,0,0
2026-03-01 17:35:56.323372,sales_etl,406.66,45912,83.67,79.55,3,0,0
2026-03-01 18:02:56.323372,sales_etl,404.86,67189,71.64,71.54,3,0,0
2026-03-01 18:18:56.323372,sales_etl,438.43,82371,56.12,61.64,0,0,0
2026-03-01 18:25:56.323372,sales_etl,379.9,76702,71.55,69.03,1,0,0
2026-03-01 18:45:56.323372,sales_etl,474.84,65474,63.61,76.98,2,0,1
2026-03-01 19:00:56.323372,sales_etl,424.6,106702,78.69,81.2,1,1,0
2026-03-01 19:18:56.323372,sales_etl,395.39,93143,59.97,68.27,2,0,0
2026-03-01 19:37:56.323372,sales_etl,393.29,55955,63.09,76.72,1,1,0
2026-03-01 19:45:56.323372,sales_etl,410.2,80144,76.33,75.78,1,0,0
2026-03-01 20:11:56.323372,sales_etl,397.63,68220,74.1,65.97,5,0,0
2026-03-01 20:37:56.323372,sales_etl,402.89,92736,58.95,79.14,1,0,0
2026-03-01 20:48:56.323372,sales_etl,375.42,100020,73.01,75.45,0,0,0
2026-03-01 20:56:56.323372,sales_etl,430.61,73836,59.7,74.91,1,0,0
2026-03-01 21:10:56.323372,sales_etl,372.07,98073,74.37,78.21,3,0,0
2026-03-01 21:30:56.323372,sales_etl,390.47,81948,64.73,72.32,2,0,0
2026-03-01 21:47:56.323372,sales_etl,398.4,91643,62.08,51.09,1,0,0
2026-03-01 22:06:56.323372,sales_etl,324.57,71638,78.17,57.13,0,0,0
2026-03-01 22:20:56.323372,sales_etl,422.32,78020,66.95,73.3,4,0,0
2026-03-01 22:41:56.323372,sales_etl,440.47,82307,54.54,68.71,2,0,0
2026-03-01 23:00:56.323372,sales_etl,453.31,98813,68.74,69.8,2,0,1
2026-03-01 23:07:56.323372,sales_etl,314.08,74178,60.3,71.63,2,0,0
2026-03-01 23:31:56.323372,sales_etl,392.66,85047,49.76,64.67,4,0,0
2026-03-01 23:55:56.323372,sales_etl,384.32,87930,67.21,74.38,3,0,0
2026-03-02 00:15:56.323372,sales_etl,349.8,105635,74.93,61.61,2,0,0
2026-03-02 00:38:56.323372,sales_etl,355.27,89427,70.1,73.57,3,0,0
2026-03-02 00:45:56.323372,sales_etl,384.65,85268,57.43,72.09,2,0,0
2026-03-02 01:01:56.323372,sales_etl,332.12,91608,58.37,59.23,0,0,0
2026-03-02 01:19:56.323372,sales_etl,407.76,84653,65.2,53.21,0,0,0
2026-03-02 01:34:56.323372,sales_etl,337.97,118753,50.97,47.26,0,0,0
2026-03-02 01:50:56.323372,sales_etl,376.25,78935,71.89,82.78,2,0,0
2026-03-02 02:02:56.323372,sales_etl,371.21,110575,62.03,64.87,3,0,0
2026-03-02 02:09:56.323372,sales_etl,263.66,92737,70.02,62.09,1,0,0
2026-03-02 02:27:56.323372,sales_etl,358.58,92574,70.02,38.18,1,0,0
2026-03-02 02:37:56.323372,sales_etl,339.39,67232,81.33,71.62,3,0,0
2026-03-02 02:52:56.323372,sales_etl,419.3,61923,68.91,75.62,2,0,0
2026-03-02 03:12:56.323372,sales_etl,481.93,55702,81.95,89.9,1,0,1
2026-03-02 03:17:56.323372,sales_etl,334.49,84444,67.32,81.24,2,0,0
2026-03-02 03:27:56.323372,sales_etl,419.51,67509,79.66,83.21,0,0,0
2026-03-02 03:42:56.323372,sales_etl,369.57,80690,77.05,75.74,0,0,0
2026-03-02 04:10:56.323372,sales_etl,396.23,61361,72.22,72.46,1,0,0
2026-03-02 04:37:56.323372,sales_etl,442.95,81889,75.96,79.67,1,1,0
2026-03-02 04:58:56.323372,sales_etl,380.88,84134,60.09,72.12,1,0,0
2026-03-02 05:28:56.323372,sales_etl,326.69,72748,49.68,55.3,4,0,0
2026-03-02 05:37:56.323372,sales_etl,382.04,63994,72.76,63.35,1,0,0
2026-03-02 05:57:56.323372,sales_etl,307.32,85426,64.87,69.96,1,0,0
2026-03-02 06:15:56.323372,sales_etl,368.53,97702,77.62,72.23,1,0,0
2026-03-02 06:29:56.323372,sales_etl,322.39,63915,71.2,65.86,0,0,0
2026-03-02 06:37:56.323372,sales_etl,306.51,76527,56.85,73.78,1,0,0
2026-03-02 07:04:56.323372,sales_etl,450.75,71511,66.61,75.67,2,0,1
2026-03-02 07:25:56.323372,sales_etl,323.24,101486,54.97,80.78,1,0,0
2026-03-02 07:33:56.323372,sales_etl,327.02,106726,58.31,67.44,2,0,0
2026-03-02 08:01:56.323372,sales_etl,340.7,68412,62.18,74.49,0,0,0
2026-03-02 08:22:56.323372,sales_etl,301.11,62389,54.79,69.0,0,1,0
2026-03-02 08:41:56.323372,sales_etl,341.21,72512,60.63,45.46,1,0,0
2026-03-02 08:54:56.323372,sales_etl,279.68,92463,63.12,56.26,0,0,0
2026-03-02 09:05:56.323372,sales_etl,204.73,104532,61.18,59.64,1,0,0
2026-03-02 09:35:56.323372,sales_etl,280.41,114387,56.47,63.7,1,0,0
2026-03-02 09:42:56.323372,sales_etl,296.69,106713,66.8,59.46,0,0,0
2026-03-02 09:50:56.323372,sales_etl,229.28,94791,60.9,66.05,0,0,0
2026-03-02 10:12:56.323372,sales_etl,316.47,90627,44.38,64.3,1,0,0
2026-03-02 10:19:56.323372,sales_etl,256.35,119215,46.09,61.36,1,0,0
2026-03-02 10:36:56.323372,sales_etl,357.1,94622,57.04,59.96,1,0,0
2026-03-02 10:45:56.323372,sales_etl,386.78,70225,68.64,55.21,4,0,0
2026-03-02 11:09:56.323372,sales_etl,324.56,70015,64.97,72.9,1,0,0
2026-03-02 11:18:56.323372,sales_etl,300.47,79968,80.88,68.02,0,0,0
2026-03-02 11:35:56.323372,sales_etl,358.83,82486,55.17,62.32,2,0,0
2026-03-02 11:41:56.323372,sales_etl,312.71,79700,57.17,61.75,1,0,0
2026-03-02 12:04:56.323372,sales_etl,324.17,103916,58.95,66.68,0,0,0
2026-03-02 12:22:56.323372,sales_etl,390.84,75724,65.81,73.42,3,0,0
2026-03-02 12:32:56.323372,sales_etl,334.04,94864,65.87,61.64,1,0,0
2026-03-02 12:50:56.323372,sales_etl,309.52,81829,57.68,57.15,1,0,0
2026-03-02 13:19:56.323372,sales_etl,320.85,94669,57.6,85.11,1,0,0
2026-03-02 13:28:56.323372,sales_etl,359.59,98332,58.96,52.42,0,0,0
2026-03-02 13:48:56.323372,sales_etl,339.88,82587,49.16,60.44,2,0,0
2026-03-02 14:04:56.323372,sales_etl,352.09,107673,55.67,80.96,0,0,0
2026-03-02 14:20:56.323372,sales_etl,371.27,103188,60.66,61.08,0,0,0
2026-03-02 14:34:56.323372,sales_etl,305.0,74028,64.46,68.65,0,0,0
2026-03-02 14:59:56.323372,sales_etl,394.19,68520,68.89,59.13,0,0,0
2026-03-02 15:05:56.323372,sales_etl,362.6,78500,40.43,64.36,0,0,0
2026-03-02 15:28:56.323372,sales_etl,332.87,101176,56.26,64.23,1,0,0
2026-03-02 15:57:56.323372,sales_etl,276.28,89937,55.84,65.58,0,0,0
2026-03-02 16:25:56.323372,sales_etl,295.09,91212,66.51,50.15,0,0,0
2026-03-02 16:48:56.323372,sales_etl,382.05,108222,58.65,72.75,1,0,0
2026-03-02 17:00:56.323372,sales_etl,221.98,86864,50.65,58.79,0,0,0
2026-03-02 17:12:56.323372,sales_etl,306.81,85409,60.15,48.52,0,0,0
2026-03-02 17:36:56.323372,sales_etl,284.64,93126,28.24,63.22,0,0,0
2026-03-02 18:00:56.323372,sales_etl,334.55,100591,37.89,65.63,0,0,0
2026-03-02 18:22:56.323372,sales_etl,375.98,101352,53.77,50.86,0,0,0
2026-03-02 18:42:56.323372,sales_etl,378.05,112811,64.9,55.86,2,0,0
2026-03-02 18:57:56.323372,sales_etl,346.17,96653,63.01,67.77,0,0,0
2026-03-02 19:22:56.323372,sales_etl,295.19,81428,66.98,66.25,1,0,0
2026-03-02 19:30:56.323372,sales_etl,377.29,80416,77.75,73.07,1,0,0
2026-03-02 19:44:56.323372,sales_etl,338.88,52323,58.33,59.56,1,0,0
2026-03-02 19:50:56.323372,sales_etl,309.01,68695,60.57,64.84,0,0,0
2026-03-02 20:19:56.323372,sales_etl,363.19,89785,61.49,45.54,1,0,0
2026-03-02 20:35:56.323372,sales_etl,301.55,88914,62.38,71.68,1,0,0
2026-03-02 20:40:56.323372,sales_etl,415.14,86014,60.54,51.71,1,0,0
2026-03-02 21:08:56.323372,sales_etl,300.44,65286,75.48,84.15,2,0,0
2026-03-02 21:33:56.323372,sales_etl,376.64,92832,55.36,62.17,1,0,0
2026-03-02 21:51:56.323372,sales_etl,401.25,88009,73.71,67.22,1,0,0
2026-03-02 22:02:56.323372,sales_etl,337.37,123093,76.79,76.11,1,0,0
2026-03-02 22:31:56.323372,sales_etl,351.32,82101,58.43,52.41,3,1,0
2026-03-02 22:39:56.323372,sales_etl,338.4,97935,60.73,50.02,3,0,0
2026-03-02 23:05:56.323372,sales_etl,384.07,103382,65.82,72.73,1,0,0
2026-03-02 23:26:56.323372,sales_etl,403.9,73604,58.4,64.68,0,0,0
2026-03-02 23:51:56.323372,sales_etl,364.7,98234,73.06,79.31,2,0,0
2026-03-03 00:05:56.323372,sales_etl,394.84,71789,68.12,67.62,1,0,0
2026-03-03 00:20:56.323372,sales_etl,402.1,76817,60.22,66.25,1,0,0
2026-03-03 00:27:56.323372,sales_etl,311.69,94225,90.23,67.87,0,0,0
2026-03-03 00:38:56.323372,sales_etl,361.14,64727,59.99,59.9,1,0,0
2026-03-03 00:51:56.323372,sales_etl,374.54,81893,64.61,69.01,4,0,0
2026-03-03 01:06:56.323372,sales_etl,403.05,94864,68.35,66.28,2,0,0
2026-03-03 01:25:56.323372,sales_etl,380.86,91156,64.62,77.12,3,1,0
2026-03-03 01:52:56.323372,sales_etl,313.43,72886,53.94,52.67,0,0,0
2026-03-03 01:59:56.323372,sales_etl,361.53,119188,55.02,53.55,1,0,0
2026-03-03 02:07:56.323372,sales_etl,336.41,97425,45.22,51.91,2,0,0
2026-03-03 02:26:56.323372,sales_etl,237.18,92735,45.79,67.45,1,0,0
2026-03-03 02:40:56.323372,sales_etl,313.87,107123,59.16,59.99,0,0,0
2026-03-03 03:10:56.323372,sales_etl,298.56,95052,45.3,61.94,0,0,0
2026-03-03 03:37:56.323372,sales_etl,262.92,90290,56.54,63.28,1,0,0
2026-03-03 04:06:56.323372,sales_etl,340.25,74642,64.4,57.85,0,0,0
2026-03-03 04:36:56.323372,sales_etl,279.73,40317,60.9,79.06,0,0,0
